age,account,if_marital,if_default,if_housing,if_loan,if_active_selling,duration,label,occupation_cleaner,occupation_management,occupation_own-business,occupation_production,occupation_retired,occupation_services,occupation_student,occupation_technician,occupation_unemployed,education_primary,education_secondary,education_unknown
31,199,yes,no,yes,yes,no,127,0,no,yes,no,no,no,no,no,no,no,no,no,no
29,2597,no,no,yes,no,no,112,0,no,no,no,yes,no,no,no,no,no,yes,no,no
34,580,yes,no,yes,no,yes,380,0,no,yes,no,no,no,no,no,no,no,no,no,no
35,-198,yes,yes,yes,no,no,72,0,no,no,no,yes,no,no,no,no,no,no,yes,no
39,155,no,no,no,no,no,449,0,no,no,yes,no,no,no,no,no,no,no,no,no
43,-399,no,no,no,yes,no,662,1,no,no,no,yes,no,no,no,no,no,yes,no,no
37,752,no,no,yes,no,no,153,0,no,no,no,yes,no,no,no,no,no,no,yes,no
56,111,no,no,no,no,yes,79,0,no,yes,no,no,no,no,no,no,no,no,no,yes
36,1013,no,no,yes,no,yes,111,0,no,yes,no,no,no,no,no,no,no,no,no,no
40,87,yes,no,yes,yes,no,116,0,no,no,no,no,no,yes,no,no,no,no,yes,no
36,966,no,no,no,no,no,119,0,no,no,no,no,no,no,no,yes,no,no,yes,no
35,86,yes,no,yes,no,no,144,0,no,yes,no,no,no,no,no,no,no,no,no,no
30,477,no,no,yes,no,yes,186,0,no,yes,no,no,no,no,no,no,no,no,no,no
27,802,yes,no,no,no,yes,569,1,no,yes,no,no,no,no,no,no,no,no,no,no
50,103,yes,no,yes,no,no,109,0,no,no,no,no,no,no,no,yes,no,no,yes,no
53,1139,yes,no,yes,no,no,107,0,no,no,no,no,yes,no,no,no,no,no,yes,no
35,2326,yes,no,yes,yes,yes,319,1,no,yes,no,no,no,no,no,no,no,no,no,yes
58,0,yes,no,no,no,no,273,0,no,no,no,no,yes,no,no,no,no,no,no,yes
59,0,yes,no,yes,no,no,214,0,no,no,no,no,no,yes,no,no,no,no,yes,no
32,-39,yes,no,yes,no,no,104,0,no,no,no,yes,no,no,no,no,no,no,yes,no
29,410,yes,no,no,yes,no,297,0,no,no,no,yes,no,no,no,no,no,yes,no,no
48,108,yes,no,yes,no,no,74,0,no,no,no,yes,no,no,no,no,no,yes,no,no
31,2581,yes,no,no,no,yes,240,0,no,no,no,yes,no,no,no,no,no,yes,no,no
40,4610,yes,no,no,no,no,154,0,yes,no,no,no,no,no,no,no,no,no,yes,no
34,2555,no,no,yes,no,no,129,0,no,yes,no,no,no,no,no,no,no,no,no,no
32,127,no,no,no,no,no,168,0,no,no,no,no,no,no,no,yes,no,no,no,no
33,798,yes,no,yes,no,yes,337,0,no,no,no,yes,no,no,no,no,no,no,yes,no
44,279,yes,no,yes,no,yes,85,0,no,no,no,yes,no,no,no,no,no,yes,no,no
32,0,no,no,no,no,no,114,0,no,no,no,no,no,no,no,yes,no,no,yes,no
32,13565,no,no,no,no,no,613,0,no,no,no,no,no,no,no,yes,no,no,yes,no
37,692,yes,no,yes,no,yes,42,0,no,no,no,no,no,yes,no,no,no,no,yes,no
54,3994,yes,no,no,yes,no,299,1,no,no,no,no,no,no,no,yes,no,no,yes,no
46,312,yes,no,no,no,no,129,0,no,no,no,no,no,no,no,yes,no,no,no,yes
37,-90,yes,no,yes,no,no,921,0,no,no,no,no,no,no,no,yes,no,no,yes,no
60,-41,no,no,yes,yes,yes,1658,1,no,no,no,no,no,no,no,no,no,no,yes,no
25,-250,no,no,yes,no,yes,456,0,no,no,no,yes,no,no,no,no,no,no,yes,no
24,2726,no,no,yes,no,yes,283,0,no,no,no,no,no,no,yes,no,no,no,yes,no
34,786,yes,no,yes,yes,yes,250,0,no,yes,no,no,no,no,no,no,no,no,no,no
42,437,yes,no,yes,no,no,120,0,no,no,no,no,no,no,no,no,no,no,yes,no
40,1451,yes,no,no,no,yes,117,1,no,no,no,yes,no,no,no,no,no,no,yes,no
56,284,yes,no,no,yes,no,124,0,no,no,no,yes,no,no,no,no,no,yes,no,no
51,1883,yes,no,yes,no,yes,57,0,no,no,no,yes,no,no,no,no,no,no,no,yes
53,925,no,no,no,no,no,930,1,no,no,no,no,no,no,no,yes,no,no,yes,no
27,6791,no,no,no,no,no,136,0,no,yes,no,no,no,no,no,no,no,no,no,no
35,36,yes,no,no,yes,no,1656,1,no,yes,no,no,no,no,no,no,no,no,no,no
55,2349,yes,no,no,yes,no,350,0,no,no,yes,no,no,no,no,no,no,yes,no,no
32,2,no,no,yes,no,no,354,0,no,no,no,no,no,no,no,yes,no,no,yes,no
28,182,yes,no,yes,no,yes,153,0,no,no,no,yes,no,no,no,no,no,yes,no,no
29,913,no,no,yes,no,yes,188,0,no,no,no,yes,no,no,no,no,no,no,no,yes
47,2215,yes,no,no,no,no,194,0,no,no,no,yes,no,no,no,no,no,no,yes,no
45,2523,yes,no,yes,no,no,110,0,no,no,no,yes,no,no,no,no,no,yes,no,no
43,3257,no,no,yes,no,no,120,0,no,yes,no,no,no,no,no,no,no,no,no,no
55,628,yes,no,no,yes,no,123,0,no,no,no,no,yes,no,no,no,no,yes,no,no
25,174,no,no,no,yes,no,350,0,no,no,no,no,no,no,no,yes,no,no,no,no
39,0,yes,no,no,no,yes,106,0,no,no,no,no,no,no,no,no,no,yes,no,no
43,159,no,no,no,no,no,112,0,no,no,no,no,no,yes,no,no,no,no,no,yes
36,10,yes,no,no,no,no,47,0,no,no,yes,no,no,no,no,no,no,no,no,no
56,389,no,no,yes,no,no,379,0,no,no,no,no,yes,no,no,no,no,no,yes,no
50,3169,yes,no,no,no,yes,399,1,no,no,no,no,no,yes,no,no,no,no,yes,no
52,1351,yes,no,yes,no,no,11,0,no,no,no,no,no,yes,no,no,no,no,yes,no
34,8,yes,no,yes,no,yes,6,0,no,yes,no,no,no,no,no,no,no,no,no,no
70,616,yes,no,no,no,no,149,0,no,no,no,no,yes,no,no,no,no,no,yes,no
32,1388,yes,no,no,no,no,161,0,no,yes,no,no,no,no,no,no,no,no,no,no
37,4153,yes,no,yes,no,no,35,0,no,no,yes,no,no,no,no,no,no,no,yes,no
35,0,yes,no,no,yes,no,72,0,no,no,no,yes,no,no,no,no,no,no,yes,no
44,994,no,no,yes,no,no,420,0,no,no,no,no,no,no,no,no,no,no,no,no
53,6571,yes,no,no,no,yes,208,1,no,yes,no,no,no,no,no,no,no,no,no,no
40,1380,yes,no,yes,no,yes,127,0,no,no,no,no,no,no,no,no,no,no,yes,no
52,196,no,no,yes,no,no,119,0,no,no,no,yes,no,no,no,no,no,yes,no,no
40,351,yes,no,yes,no,yes,338,0,no,yes,no,no,no,no,no,no,no,no,no,no
37,6969,no,no,yes,no,yes,412,0,no,no,no,yes,no,no,no,no,no,yes,no,no
51,1640,no,no,yes,no,no,67,0,no,no,yes,no,no,no,no,no,no,no,yes,no
47,1013,no,no,no,no,yes,170,1,no,no,no,no,no,no,no,yes,no,no,yes,no
36,24,yes,no,yes,no,yes,58,0,no,no,no,no,no,no,no,yes,no,no,yes,no
57,1636,yes,no,no,no,yes,123,0,no,yes,no,no,no,no,no,no,no,no,no,no
45,180,yes,no,yes,yes,yes,150,0,no,no,no,yes,no,no,no,no,no,yes,no,no
48,2321,yes,no,no,no,no,218,0,no,no,no,yes,no,no,no,no,no,yes,no,no
35,73,no,no,yes,no,no,79,0,no,yes,no,no,no,no,no,no,no,no,yes,no
40,3571,no,no,yes,no,yes,262,0,no,no,no,yes,no,no,no,no,no,no,yes,no
43,733,no,no,yes,no,yes,126,1,no,no,no,no,no,no,no,no,no,no,yes,no
33,185,no,no,yes,no,yes,298,0,no,no,no,yes,no,no,no,no,no,no,yes,no
34,381,no,no,yes,no,yes,83,0,no,no,no,yes,no,no,no,no,no,no,yes,no
36,-742,yes,no,yes,yes,no,110,0,no,no,no,yes,no,no,no,no,no,no,no,yes
44,-102,yes,no,no,yes,no,65,0,no,no,no,no,no,no,no,yes,no,no,yes,no
37,22,yes,no,yes,yes,yes,160,0,no,no,no,no,no,yes,no,no,no,no,yes,no
50,1347,yes,no,yes,yes,yes,582,0,no,no,no,no,no,no,no,yes,no,no,no,no
45,863,yes,no,yes,no,no,565,0,no,no,no,yes,no,no,no,no,no,no,yes,no
31,895,no,no,yes,no,yes,202,0,no,yes,no,no,no,no,no,no,no,no,no,no
55,241,yes,no,yes,no,no,14,0,no,no,no,no,yes,no,no,no,no,no,yes,no
27,3955,no,no,yes,no,no,205,0,no,no,no,yes,no,no,no,no,no,yes,no,no
47,293,yes,no,no,no,yes,251,1,no,no,no,no,no,no,no,yes,no,no,yes,no
34,2660,no,no,yes,no,no,158,0,no,no,no,no,no,no,no,yes,no,no,yes,no
57,2,yes,no,no,no,no,138,0,yes,no,no,no,no,no,no,no,no,yes,no,no
28,260,no,no,yes,no,no,374,0,no,no,no,no,no,no,no,no,no,no,yes,no
55,199,yes,no,yes,yes,yes,192,0,no,yes,no,no,no,no,no,no,no,yes,no,no
58,315,no,no,yes,no,no,62,0,no,yes,no,no,no,no,no,no,no,no,no,no
30,314,no,no,no,no,yes,189,0,no,no,no,no,no,no,yes,no,no,no,yes,no
29,110,no,no,yes,no,yes,1036,1,no,no,no,no,no,no,no,yes,no,no,yes,no
40,98,yes,no,yes,no,no,240,0,no,no,no,yes,no,no,no,no,no,yes,no,no
31,824,no,no,yes,no,no,32,0,no,no,no,no,no,no,no,no,no,no,yes,no
32,314,yes,no,yes,no,no,18,0,no,no,no,no,no,no,no,no,yes,no,yes,no
36,398,yes,no,yes,no,yes,278,0,no,no,no,yes,no,no,no,no,no,yes,no,no
43,3518,yes,no,no,no,no,206,1,no,yes,no,no,no,no,no,no,no,no,no,no
60,1034,no,no,yes,no,no,231,1,no,yes,no,no,no,no,no,no,no,no,no,no
25,594,no,no,no,no,no,89,1,no,no,no,no,no,yes,no,no,no,no,yes,no
33,221,yes,no,yes,no,yes,669,1,no,no,no,no,no,no,no,yes,no,no,yes,no
32,943,yes,no,yes,no,no,402,0,no,yes,no,no,no,no,no,no,no,no,no,no
26,3511,no,no,no,no,no,439,1,no,no,no,no,no,no,no,no,yes,no,no,no
33,8514,no,no,no,no,yes,131,0,no,yes,no,no,no,no,no,no,no,no,no,no
54,311,yes,no,yes,no,no,470,0,yes,no,no,no,no,no,no,no,no,yes,no,no
31,1125,no,no,no,yes,yes,548,0,no,no,no,yes,no,no,no,no,no,no,yes,no
40,877,no,no,yes,no,no,12,0,no,no,no,no,no,no,no,no,no,no,yes,no
46,1114,yes,no,yes,no,no,490,0,no,no,no,yes,no,no,no,no,no,yes,no,no
38,-90,no,no,no,yes,yes,242,0,no,no,no,yes,no,no,no,no,no,no,yes,no
34,47,no,no,yes,no,yes,232,0,no,no,no,yes,no,no,no,no,no,no,yes,no
55,138,no,no,no,no,yes,205,0,no,no,no,no,yes,no,no,no,no,no,yes,no
50,665,yes,no,no,no,yes,238,0,no,no,yes,no,no,no,no,no,no,no,yes,no
37,340,no,no,no,no,no,90,0,no,yes,no,no,no,no,no,no,no,no,no,no
58,3382,yes,no,no,yes,no,294,0,no,no,no,no,yes,no,no,no,no,no,yes,no
44,1342,yes,no,yes,yes,no,112,0,yes,no,no,no,no,no,no,no,no,yes,no,no
35,49,no,no,yes,no,no,234,0,no,no,no,yes,no,no,no,no,no,yes,no,no
42,921,yes,no,no,no,no,531,1,no,no,no,no,no,no,no,yes,no,no,no,no
30,1159,no,no,no,no,yes,95,0,no,no,no,no,no,no,no,no,yes,no,no,no
32,14,no,no,no,no,no,144,0,no,no,no,no,no,no,yes,no,no,no,yes,no
31,-13,yes,yes,yes,no,no,176,0,no,no,no,yes,no,no,no,no,no,no,no,yes
45,1670,yes,no,no,yes,yes,171,0,no,no,no,yes,no,no,no,no,no,yes,no,no
28,379,yes,no,no,yes,yes,164,0,no,no,no,yes,no,no,no,no,no,no,yes,no
46,154,yes,no,no,no,no,58,0,no,no,no,no,no,no,no,no,no,no,yes,no
46,349,yes,no,no,no,no,466,1,no,yes,no,no,no,no,no,no,no,no,no,no
37,22856,yes,no,no,no,yes,154,0,no,yes,no,no,no,no,no,no,no,yes,no,no
52,1023,yes,no,no,no,no,107,0,no,no,no,no,no,no,no,no,yes,no,no,no
59,0,yes,no,yes,no,yes,226,0,no,no,no,yes,no,no,no,no,no,no,yes,no
44,245,no,no,yes,no,no,347,0,no,no,no,no,no,no,no,yes,no,no,no,no
36,601,no,no,no,no,no,237,0,no,yes,no,no,no,no,no,no,no,no,no,yes
52,0,no,no,yes,yes,yes,47,0,no,no,no,yes,no,no,no,no,no,yes,no,no
49,596,yes,no,yes,no,no,579,0,no,yes,no,no,no,no,no,no,no,no,no,no
34,44,no,no,yes,yes,no,244,0,no,no,no,no,no,no,no,yes,no,no,yes,no
48,309,no,no,no,no,no,190,0,no,no,no,no,no,no,no,yes,no,no,yes,no
57,-226,yes,no,yes,no,yes,272,0,no,yes,no,no,no,no,no,no,no,yes,no,no
42,692,yes,no,no,yes,yes,207,0,no,no,no,yes,no,no,no,no,no,yes,no,no
35,14,yes,no,yes,no,yes,23,0,no,no,no,no,no,no,no,yes,no,no,yes,no
36,393,yes,no,yes,no,no,555,1,no,yes,no,no,no,no,no,no,no,no,no,no
32,5167,no,no,no,no,no,10,0,no,yes,no,no,no,no,no,no,no,no,no,no
29,914,no,no,yes,no,yes,344,0,no,no,no,no,no,no,no,no,no,no,yes,no
68,451,yes,no,no,no,yes,373,1,no,no,no,no,yes,no,no,no,no,yes,no,no
54,175,yes,no,yes,no,no,94,0,no,no,no,yes,no,no,no,no,no,no,yes,no
38,5244,no,no,no,no,no,310,0,no,yes,no,no,no,no,no,no,no,no,no,no
32,656,no,no,yes,yes,no,148,0,no,yes,no,no,no,no,no,no,no,no,no,no
31,0,yes,no,yes,no,no,57,0,yes,no,no,no,no,no,no,no,no,yes,no,no
56,1602,yes,no,yes,no,yes,427,0,no,no,no,yes,no,no,no,no,no,no,yes,no
48,11298,no,no,yes,no,no,97,0,no,no,no,no,no,no,no,no,yes,no,no,yes
29,-229,no,no,yes,no,no,416,0,no,no,no,no,no,no,no,yes,no,no,no,no
49,124,no,no,yes,yes,no,125,0,no,no,no,no,no,no,no,no,no,no,yes,no
56,3869,no,no,no,no,yes,79,0,no,no,no,no,no,no,no,no,no,no,yes,no
49,775,yes,no,yes,no,yes,135,0,no,no,no,no,no,no,no,yes,no,no,yes,no
51,37,no,no,yes,no,yes,341,0,no,no,no,yes,no,no,no,no,no,yes,no,no
47,0,yes,no,no,no,no,1225,0,yes,no,no,no,no,no,no,no,no,yes,no,no
54,2681,yes,no,no,no,no,481,0,no,no,no,no,no,yes,no,no,no,no,yes,no
28,26,yes,no,no,no,no,40,0,no,no,no,yes,no,no,no,no,no,yes,no,no
41,-4,yes,no,yes,yes,no,181,0,no,yes,no,no,no,no,no,no,no,yes,no,no
59,-918,yes,yes,yes,no,no,253,0,no,no,no,yes,no,no,no,no,no,no,yes,no
36,133,no,no,yes,no,yes,117,0,no,yes,no,no,no,no,no,no,no,no,no,no
42,1519,yes,no,no,no,yes,268,1,no,yes,no,no,no,no,no,no,no,no,no,yes
36,-274,yes,no,no,no,yes,217,0,no,no,no,no,no,yes,no,no,no,no,yes,no
50,57435,yes,no,yes,no,no,319,0,no,no,no,no,no,yes,no,no,no,no,yes,no
40,16,yes,no,no,yes,no,47,0,no,yes,no,no,no,no,no,no,no,no,no,no
36,466,no,no,no,no,yes,171,0,no,no,no,no,no,no,no,yes,no,no,no,no
50,1390,no,no,no,no,no,55,0,no,no,yes,no,no,no,no,no,no,no,no,no
57,0,yes,no,no,no,no,252,0,yes,no,no,no,no,no,no,no,no,yes,no,no
31,1664,yes,no,yes,no,yes,158,0,no,no,no,yes,no,no,no,no,no,no,yes,no
44,-2,no,no,yes,no,no,152,0,no,no,no,no,no,yes,no,no,no,no,yes,no
47,831,yes,no,yes,no,no,316,0,no,no,no,no,no,no,no,yes,no,no,no,no
46,-30,yes,no,yes,yes,yes,164,0,no,no,yes,no,no,no,no,no,no,no,yes,no
30,1399,yes,no,no,no,no,168,0,no,no,no,no,no,yes,no,no,no,no,yes,no
58,2086,no,no,yes,no,no,194,0,no,no,no,no,yes,no,no,no,no,no,no,no
58,1103,no,no,yes,no,yes,226,0,no,no,no,yes,no,no,no,no,no,no,yes,no
38,471,no,no,yes,no,yes,180,0,no,no,no,no,no,yes,no,no,no,yes,no,no
49,4713,yes,no,yes,no,yes,33,0,no,no,no,no,no,yes,no,no,no,yes,no,no
32,2770,no,no,no,no,no,44,0,no,yes,no,no,no,no,no,no,no,no,no,no
30,8826,no,no,yes,no,no,90,0,no,no,no,no,no,no,no,yes,no,no,yes,no
64,2139,yes,no,no,no,yes,230,0,no,no,no,no,yes,no,no,no,no,no,no,no
37,-403,yes,no,yes,no,no,31,0,no,no,no,no,no,no,no,yes,no,no,yes,no
39,889,no,no,no,no,no,78,0,no,yes,no,no,no,no,no,no,no,no,no,no
56,779,yes,no,yes,no,yes,164,0,no,yes,no,no,no,no,no,no,no,no,no,no
52,98,no,no,no,yes,yes,148,0,no,no,no,no,no,no,no,no,no,no,yes,no
56,123,yes,no,no,no,yes,81,0,no,no,yes,no,no,no,no,no,no,no,yes,no
35,-441,no,no,yes,no,yes,151,0,no,no,no,yes,no,no,no,no,no,no,yes,no
33,1844,yes,no,yes,no,no,241,0,no,no,no,no,no,no,no,yes,no,no,yes,no
45,-75,yes,no,yes,no,yes,134,0,no,no,no,no,no,yes,no,no,no,no,yes,no
34,293,yes,no,yes,no,no,162,0,no,yes,no,no,no,no,no,no,no,no,yes,no
29,405,no,no,yes,no,yes,84,0,no,no,no,no,no,no,no,no,no,no,yes,no
43,593,no,no,yes,no,yes,55,0,no,no,no,no,no,no,no,yes,no,no,yes,no
41,1946,yes,no,no,no,no,327,0,no,no,no,no,no,no,no,yes,no,no,yes,no
24,147,no,no,yes,no,no,102,0,no,no,no,yes,no,no,no,no,no,yes,no,no
50,0,yes,no,no,yes,yes,337,0,no,no,no,no,no,no,no,yes,no,no,no,no
60,614,yes,no,no,no,no,50,0,no,no,no,no,yes,no,no,no,no,no,no,no
36,2409,no,no,yes,yes,no,338,0,no,no,no,no,no,yes,no,no,no,no,yes,no
66,3409,yes,no,no,no,no,133,0,no,no,no,no,yes,no,no,no,no,no,yes,no
52,320,yes,no,yes,no,no,306,0,no,no,no,yes,no,no,no,no,no,yes,no,no
44,-30,no,no,yes,no,no,404,0,no,no,no,no,no,no,no,no,no,no,yes,no
25,469,no,no,no,no,yes,524,0,no,no,no,no,no,no,yes,no,no,no,yes,no
33,8514,no,no,no,no,yes,165,0,no,yes,no,no,no,no,no,no,no,no,no,no
32,1337,yes,no,no,no,no,368,0,no,no,no,no,no,no,no,yes,no,no,yes,no
38,595,yes,no,yes,no,yes,70,0,no,yes,no,no,no,no,no,no,no,no,no,no
32,241,yes,no,no,no,no,197,0,no,no,no,no,no,yes,no,no,no,no,yes,no
52,-336,yes,no,no,yes,no,111,0,no,no,no,no,no,yes,no,no,no,no,yes,no
49,413,yes,no,no,yes,no,196,0,no,yes,no,no,no,no,no,no,no,no,no,no
57,887,no,no,no,no,no,43,0,no,no,no,no,no,no,no,no,no,no,no,yes
32,273,yes,no,yes,yes,no,97,0,no,yes,no,no,no,no,no,no,no,no,no,no
28,328,yes,no,no,no,yes,471,0,no,yes,no,no,no,no,no,no,no,no,no,no
54,2564,yes,no,no,no,yes,134,0,no,no,no,no,no,no,no,yes,no,no,no,yes
48,705,yes,no,no,no,no,108,0,no,no,no,yes,no,no,no,no,no,no,yes,no
46,521,no,no,yes,no,yes,502,0,no,no,no,yes,no,no,no,no,no,no,yes,no
36,2452,yes,no,yes,no,yes,161,0,no,no,no,yes,no,no,no,no,no,no,yes,no
32,2414,yes,no,no,no,no,439,0,no,yes,no,no,no,no,no,no,no,no,no,no
32,-170,no,no,no,no,yes,46,0,no,no,no,no,no,no,no,yes,no,no,no,yes
30,144,no,no,yes,no,yes,259,0,no,no,no,yes,no,no,no,no,no,no,yes,no
38,865,yes,no,yes,no,no,503,0,no,no,no,no,no,no,no,yes,no,no,yes,no
33,403,yes,no,yes,no,no,114,0,no,yes,no,no,no,no,no,no,no,no,no,no
57,2155,yes,no,no,yes,no,144,1,no,yes,no,no,no,no,no,no,no,no,yes,no
43,182,yes,no,no,no,yes,152,0,no,yes,no,no,no,no,no,no,no,no,no,no
35,303,no,no,yes,yes,no,85,0,no,yes,no,no,no,no,no,no,no,no,no,no
34,262,no,no,no,no,yes,371,0,no,no,yes,no,no,no,no,no,no,no,no,no
39,328,yes,no,no,no,no,188,0,no,no,no,no,no,no,no,yes,no,no,yes,no
32,314,no,no,no,yes,no,91,0,no,no,no,no,no,no,no,no,no,no,yes,no
30,5956,yes,no,yes,yes,yes,405,0,no,no,no,yes,no,no,no,no,no,yes,no,no
48,1730,yes,no,yes,no,yes,489,1,no,no,no,yes,no,no,no,no,no,no,yes,no
22,33,no,no,no,no,yes,369,1,no,no,no,no,no,no,no,no,no,no,yes,no
51,1415,yes,no,yes,no,no,151,0,no,no,no,no,no,no,no,no,no,no,yes,no
44,733,no,no,yes,no,no,360,1,no,no,no,no,no,no,no,no,no,no,yes,no
35,304,no,no,yes,no,no,274,0,no,yes,no,no,no,no,no,no,no,no,no,no
43,276,no,no,yes,no,no,33,0,no,no,no,yes,no,no,no,no,no,no,yes,no
38,1066,yes,no,yes,no,yes,86,0,no,yes,no,no,no,no,no,no,no,no,no,no
33,0,yes,no,yes,yes,no,111,0,no,no,no,no,no,no,no,no,no,no,no,no
57,8141,yes,no,no,no,yes,37,0,no,yes,no,no,no,no,no,no,no,no,no,no
23,2211,yes,no,yes,no,no,210,0,no,no,no,no,no,yes,no,no,no,no,yes,no
47,2500,no,no,no,no,yes,240,0,no,no,no,no,no,no,no,no,yes,no,no,no
32,223,no,no,yes,yes,no,236,0,no,no,no,no,no,no,no,no,no,no,yes,no
29,160,yes,no,no,no,no,844,0,no,yes,no,no,no,no,no,no,no,no,yes,no
29,10045,yes,no,yes,no,yes,617,0,no,no,no,yes,no,no,no,no,no,yes,no,no
31,4533,no,no,no,no,no,262,0,no,yes,no,no,no,no,no,no,no,no,no,no
37,0,yes,no,yes,no,no,330,0,no,no,no,no,no,yes,no,no,no,no,yes,no
50,238,yes,no,no,no,no,968,0,yes,no,no,no,no,no,no,no,no,yes,no,no
48,17957,yes,no,no,no,no,700,0,no,no,no,no,no,no,no,no,no,no,yes,no
41,0,yes,no,no,no,no,411,0,no,no,no,no,no,no,no,yes,no,no,yes,no
38,70,no,no,no,no,yes,263,1,yes,no,no,no,no,no,no,no,no,no,yes,no
30,196,yes,no,no,no,yes,68,0,no,yes,no,no,no,no,no,no,no,no,no,no
43,7343,yes,no,yes,no,no,217,0,no,no,no,yes,no,no,no,no,no,yes,no,no
47,407,yes,no,yes,no,no,67,0,no,no,no,no,no,no,no,no,no,no,yes,no
31,1575,yes,no,no,no,no,178,0,no,yes,no,no,no,no,no,no,no,no,no,no
70,2575,yes,no,no,no,no,216,1,no,no,no,no,yes,no,no,no,no,no,yes,no
30,1112,no,no,no,no,no,133,0,no,no,no,no,no,no,no,yes,no,no,yes,no
52,655,yes,no,yes,yes,no,155,0,no,no,no,yes,no,no,no,no,no,yes,no,no
32,183,yes,no,yes,no,no,112,0,no,yes,no,no,no,no,no,no,no,no,no,no
46,99,no,no,no,no,yes,18,0,no,no,no,no,no,no,no,no,no,no,yes,no
30,-266,no,no,no,yes,no,66,0,no,no,no,no,no,no,no,yes,no,no,no,no
41,-252,yes,no,yes,no,no,166,0,no,no,no,yes,no,no,no,no,no,yes,no,no
39,3,yes,no,yes,no,yes,1145,0,no,yes,no,no,no,no,no,no,no,no,no,no
41,437,yes,no,yes,no,no,14,0,no,yes,no,no,no,no,no,no,no,no,no,no
35,22,yes,no,no,no,yes,109,0,no,no,no,no,no,no,no,yes,no,no,no,no
39,4646,no,no,yes,no,yes,486,1,no,no,no,no,no,no,no,yes,no,no,yes,no
48,2201,yes,no,yes,no,no,364,0,no,no,no,yes,no,no,no,no,no,no,no,yes
48,219,yes,no,yes,no,no,109,0,no,no,no,yes,no,no,no,no,no,yes,no,no
49,912,no,no,no,no,no,170,0,no,no,no,yes,no,no,no,no,no,yes,no,no
35,1949,yes,no,yes,no,no,200,0,no,no,no,yes,no,no,no,no,no,no,yes,no
56,4391,yes,no,yes,no,yes,291,0,no,no,no,no,yes,no,no,no,no,no,no,yes
47,58,no,no,no,no,yes,33,0,no,no,no,no,no,no,no,yes,no,no,yes,no
43,1648,no,no,no,no,yes,80,0,no,no,no,no,no,no,no,yes,no,no,yes,no
31,554,no,no,yes,no,yes,94,0,no,no,no,no,no,no,no,no,no,no,yes,no
22,148,no,no,no,no,yes,928,0,no,no,no,no,no,no,yes,no,no,no,yes,no
30,4145,yes,no,yes,yes,yes,302,0,no,yes,no,no,no,no,no,no,no,no,no,no
47,-290,yes,no,yes,no,yes,495,0,no,no,no,yes,no,no,no,no,no,yes,no,no
35,871,yes,no,yes,no,yes,108,0,no,no,no,no,no,yes,no,no,no,no,yes,no
25,1116,no,no,yes,no,no,170,0,no,no,no,no,no,no,yes,no,no,no,yes,no
51,1127,yes,no,yes,no,yes,47,0,no,no,no,yes,no,no,no,no,no,yes,no,no
32,81,no,no,yes,no,no,126,0,no,no,no,no,no,yes,no,no,no,no,yes,no
55,1563,yes,no,yes,no,no,128,0,yes,no,no,no,no,no,no,no,no,yes,no,no
52,172,yes,no,yes,yes,no,75,0,no,no,no,no,no,no,no,yes,no,no,yes,no
49,825,yes,no,yes,no,yes,22,0,no,no,no,yes,no,no,no,no,no,no,yes,no
52,11650,yes,no,yes,no,yes,48,0,no,yes,no,no,no,no,no,no,no,no,no,no
46,0,yes,no,yes,no,yes,154,0,no,no,no,no,no,yes,no,no,no,no,yes,no
41,1634,no,no,yes,yes,no,16,0,no,no,no,no,no,no,no,no,no,no,yes,no
55,12972,yes,no,no,no,yes,205,1,no,yes,no,no,no,no,no,no,no,no,no,no
32,-410,yes,no,yes,yes,no,179,0,no,no,no,no,no,no,no,yes,no,no,yes,no
31,498,yes,no,yes,yes,no,445,0,no,no,no,yes,no,no,no,no,no,yes,no,no
45,-184,no,no,yes,no,no,878,1,no,no,no,yes,no,no,no,no,no,no,yes,no
38,556,no,no,yes,no,yes,113,0,no,no,no,no,no,yes,no,no,no,yes,no,no
37,3665,no,no,no,no,no,664,1,no,no,no,no,no,no,no,yes,no,no,yes,no
30,233,yes,no,yes,no,no,382,0,no,yes,no,no,no,no,no,no,no,no,no,no
31,1222,no,no,yes,no,yes,532,0,no,no,no,no,no,yes,no,no,no,no,yes,no
37,2576,no,no,yes,no,yes,417,0,no,yes,no,no,no,no,no,no,no,no,no,no
42,2397,no,no,yes,no,no,239,0,no,no,no,no,no,no,no,no,no,no,yes,no
26,26,no,no,yes,yes,yes,899,1,no,no,no,yes,no,no,no,no,no,no,yes,no
31,-6,no,no,no,yes,no,119,0,no,yes,no,no,no,no,no,no,no,no,no,no
32,303,yes,no,yes,no,yes,150,1,no,no,no,no,no,no,no,yes,no,no,yes,no
25,303,no,no,no,no,yes,265,1,no,no,no,yes,no,no,no,no,no,no,yes,no
45,276,yes,no,yes,yes,yes,586,0,no,no,yes,no,no,no,no,no,no,yes,no,no
32,0,no,no,yes,no,no,455,0,no,yes,no,no,no,no,no,no,no,no,no,no
36,462,yes,no,no,no,no,474,0,no,no,no,yes,no,no,no,no,no,no,yes,no
59,16869,yes,no,no,no,yes,107,0,no,no,no,yes,no,no,no,no,no,no,yes,no
41,-426,no,no,yes,no,yes,294,0,no,yes,no,no,no,no,no,no,no,no,no,no
31,40,yes,no,no,no,no,118,0,no,yes,no,no,no,no,no,no,no,no,no,no
